topology,workload,routing_mode,offered_volume_gb,link_count,link_ratio_pct
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0054,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0055,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0056,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0057,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0058,8,1.238390092879257
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0059,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.006,12,1.8575851393188854
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0062,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0063,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0064,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0065,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0066,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0067,8,1.238390092879257
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.007,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0072,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0075,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0078,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0079,2,0.30959752321981426
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.008,4,0.6191950464396285
3D-Torus,Sparse 1-to-N,SHORTEST_PATH,0.0084,2,0.30959752321981426
Clos,A2A,ECMP,0.286,576,66.66666666666666
Clos,A2A,ECMP,0.544,288,33.33333333333333
Clos,Sparse 1-to-N,ECMP,0.0005,8,1.7699115044247788
Clos,Sparse 1-to-N,ECMP,0.001,72,15.929203539823009
Clos,Sparse 1-to-N,ECMP,0.0015,16,3.5398230088495577
Clos,Sparse 1-to-N,ECMP,0.002,174,38.49557522123894
Clos,Sparse 1-to-N,ECMP,0.0025,16,3.5398230088495577
Clos,Sparse 1-to-N,ECMP,0.003,24,5.3097345132743365
Clos,Sparse 1-to-N,ECMP,0.0035,24,5.3097345132743365
Clos,Sparse 1-to-N,ECMP,0.004,112,24.778761061946902
Clos,Sparse 1-to-N,ECMP,0.006,6,1.3274336283185841
DF,A2A,SHORTEST_PATH,0.83,1664,72.72727272727273
DF,A2A,SHORTEST_PATH,2.048,312,13.636363636363635
DF,A2A,SHORTEST_PATH,3.2,312,13.636363636363635
DF,Sparse 1-to-N,SHORTEST_PATH,0.002,470,44.50757575757576
DF,Sparse 1-to-N,SHORTEST_PATH,0.004,448,42.42424242424242
DF,Sparse 1-to-N,SHORTEST_PATH,0.006,92,8.712121212121213
DF,Sparse 1-to-N,SHORTEST_PATH,0.008,36,3.4090909090909087
DF,Sparse 1-to-N,SHORTEST_PATH,0.01,4,0.3787878787878788
DF,Sparse 1-to-N,SHORTEST_PATH,0.012,4,0.3787878787878788
DF,Sparse 1-to-N,SHORTEST_PATH,0.014,2,0.1893939393939394
